user,exercise,reps,sets
User_6053,Shoulder Press,10,5
User_6053,Bench Press,8,4
User_6053,Deadlifts,11,4
User_6054,Bench Press,10,4
User_6054,Lunges,6,4
User_6054,Shoulder Press,8,5
User_6054,Lunges,15,2
User_6054,Push-Ups,9,4
User_6055,Squats,14,4
User_6055,Lunges,12,4
User_6055,Deadlifts,8,2
User_6055,Deadlifts,14,5
User_6055,Leg Press,12,4
User_6056,Leg Press,11,5
User_6056,Bench Press,12,3
User_6056,Bench Press,13,5
User_6056,Lunges,15,3
User_6056,Leg Press,5,2
User_6057,Push-Ups,10,4
User_6057,Push-Ups,11,5
User_6057,Bicep Curls,8,2
User_6057,Push-Ups,13,5
User_6057,Squats,10,4
User_6058,Plank,14,5
User_6058,Bench Press,10,4
User_6058,Plank,12,3
User_6058,Shoulder Press,8,5
User_6058,Push-Ups,6,4
User_6059,Push-Ups,14,5
User_6059,Lunges,13,5
User_6059,Squats,11,3
User_6059,Lunges,13,2
User_6059,Bicep Curls,5,4
User_6060,Lunges,7,4
User_6060,Shoulder Press,6,5
User_6060,Bicep Curls,15,5
User_6060,Lunges,14,4
User_6060,Squats,11,3
User_6061,Tricep Dips,11,2
User_6061,Bicep Curls,10,2
User_6061,Shoulder Press,14,2
User_6061,Deadlifts,8,4
User_6061,Bench Press,12,2
User_6062,Bicep Curls,6,3
User_6062,Shoulder Press,11,5
User_6062,Squats,11,4
User_6062,Lunges,10,2
User_6062,Leg Press,9,2
User_6063,Lunges,12,3
User_6063,Shoulder Press,11,3
User_6063,Squats,10,5
User_6063,Shoulder Press,9,5
User_6063,Leg Press,14,3
User_6064,Bicep Curls,5,2
User_6064,Bicep Curls,9,4
User_6064,Bench Press,15,5
User_6064,Leg Press,11,2
User_6064,Lunges,10,4
User_6065,Tricep Dips,13,5
User_6065,Plank,10,2
User_6065,Lunges,5,3
User_6065,Lunges,7,5
User_6065,Tricep Dips,8,5
User_6066,Leg Press,9,3
User_6066,Deadlifts,10,4
User_6066,Deadlifts,7,4
User_6066,Shoulder Press,8,5
User_6066,Deadlifts,14,2
User_6067,Shoulder Press,13,4
User_6067,Push-Ups,14,5
User_6067,Lunges,14,4
User_6067,Deadlifts,10,3
User_6067,Push-Ups,9,3
User_6068,Lunges,9,5
User_6068,Tricep Dips,12,4
User_6068,Shoulder Press,11,3
User_6068,Plank,10,2
User_6068,Push-Ups,11,5
User_6069,Tricep Dips,5,3
User_6069,Plank,14,3
User_6069,Bicep Curls,12,2
User_6069,Leg Press,11,4
User_6069,Shoulder Press,8,5
User_6070,Deadlifts,14,4
User_6070,Bicep Curls,8,3
User_6070,Lunges,7,5
User_6070,Bench Press,14,2
User_6070,Bench Press,6,4
User_6071,Deadlifts,5,5
User_6071,Bicep Curls,12,3
User_6071,Bench Press,9,5
User_6071,Squats,14,4
User_6071,Shoulder Press,13,3
User_6072,Lunges,14,4
User_6072,Tricep Dips,12,4
User_6072,Leg Press,13,3
User_6072,Tricep Dips,15,3
User_6072,Shoulder Press,9,4
User_6073,Plank,12,3
User_6073,Squats,14,2
User_6073,Bicep Curls,5,3
User_6073,Lunges,6,2
User_6073,Tricep Dips,13,2
User_6074,Leg Press,14,3
User_6074,Bicep Curls,8,2
User_6074,Push-Ups,13,2
User_6074,Push-Ups,14,2
User_6074,Lunges,8,5
User_6075,Plank,14,2
User_6075,Leg Press,10,5
User_6075,Squats,5,3
User_6075,Bench Press,6,3
User_6075,Deadlifts,6,3
User_6076,Lunges,14,2
User_6076,Shoulder Press,11,5
User_6076,Shoulder Press,10,2
User_6076,Squats,12,5
User_6076,Tricep Dips,6,2
User_6077,Squats,15,3
User_6077,Leg Press,15,5
User_6077,Leg Press,10,2
User_6077,Bicep Curls,9,2
User_6077,Lunges,10,3
User_6078,Shoulder Press,12,5
User_6078,Push-Ups,15,3
User_6078,Tricep Dips,8,3
User_6078,Tricep Dips,14,5
User_6078,Lunges,10,2
User_6079,Bench Press,12,3
User_6079,Lunges,10,3
User_6079,Push-Ups,10,2
User_6079,Push-Ups,9,4
User_6079,Push-Ups,7,3
User_6080,Plank,6,2
User_6080,Lunges,11,2
User_6080,Push-Ups,13,3
User_6080,Tricep Dips,12,4
User_6080,Leg Press,6,4
User_6081,Bicep Curls,13,4
User_6081,Plank,5,4
User_6081,Leg Press,9,4
User_6081,Shoulder Press,14,3
User_6081,Tricep Dips,14,4
User_6082,Shoulder Press,6,2
User_6082,Bench Press,12,4
User_6082,Deadlifts,15,3
User_6082,Lunges,10,4
User_6082,Plank,12,4
User_6083,Leg Press,8,5
User_6083,Shoulder Press,5,2
User_6083,Bicep Curls,12,4
User_6083,Bicep Curls,9,3
User_6083,Lunges,13,2
User_6084,Plank,7,5
User_6084,Tricep Dips,15,3
User_6084,Lunges,9,5
User_6084,Squats,7,5
User_6084,Shoulder Press,15,2
User_6085,Squats,8,2
User_6085,Leg Press,11,2
User_6085,Push-Ups,5,2
User_6085,Bicep Curls,5,2
User_6085,Bicep Curls,15,4
User_6086,Bicep Curls,10,3
User_6086,Lunges,10,3
User_6086,Tricep Dips,11,4
User_6086,Deadlifts,9,5
User_6086,Bench Press,7,3
User_6087,Leg Press,11,3
User_6087,Bicep Curls,13,2
User_6087,Squats,7,4
User_6087,Shoulder Press,13,4
User_6087,Bicep Curls,11,5
User_6088,Bicep Curls,8,2
User_6088,Bench Press,13,5
User_6088,Leg Press,13,4
User_6088,Squats,10,4
User_6088,Tricep Dips,13,3
User_6089,Bench Press,5,5
User_6089,Plank,13,5
User_6089,Push-Ups,9,3
User_6089,Push-Ups,9,4
User_6089,Bench Press,6,2
User_6090,Deadlifts,11,4
User_6090,Bicep Curls,11,5
User_6090,Deadlifts,13,3
User_6090,Bicep Curls,11,3
User_6090,Tricep Dips,12,4
User_6091,Push-Ups,6,5
User_6091,Squats,7,2
User_6091,Push-Ups,8,3
User_6091,Lunges,8,4
User_6091,Lunges,5,2
User_6092,Lunges,10,5
User_6092,Push-Ups,9,5
User_6092,Lunges,14,5
User_6092,Tricep Dips,15,3
User_6092,Bench Press,9,3
User_6093,Shoulder Press,13,2
User_6093,Tricep Dips,12,5
User_6093,Plank,6,5
User_6093,Leg Press,6,4
User_6093,Bicep Curls,11,5
User_6094,Lunges,6,5
User_6094,Push-Ups,13,3
User_6094,Bicep Curls,15,2
User_6094,Bicep Curls,11,4
User_6094,Plank,5,5
User_6095,Bench Press,6,3
User_6095,Squats,13,3
User_6095,Tricep Dips,6,4
User_6095,Lunges,5,2
User_6095,Tricep Dips,7,5
User_6096,Leg Press,7,3
User_6096,Tricep Dips,14,2
User_6096,Bicep Curls,9,3
User_6096,Bench Press,8,3
User_6096,Plank,8,2
User_6097,Lunges,8,3
User_6097,Squats,5,3
User_6097,Leg Press,10,4
User_6097,Bench Press,12,4
User_6097,Plank,13,4
User_6098,Bench Press,13,4
User_6098,Plank,5,4
User_6098,Squats,11,2
User_6098,Deadlifts,13,2
User_6098,Lunges,10,4
User_6099,Leg Press,15,4
User_6099,Plank,8,2
User_6099,Bench Press,13,5
User_6099,Tricep Dips,11,2
User_6099,Bicep Curls,8,5
User_6100,Shoulder Press,9,5
User_6100,Push-Ups,7,2
User_6100,Tricep Dips,7,4
User_6100,Bench Press,11,4
User_6100,Squats,7,5
User_6101,Deadlifts,12,3
User_6101,Push-Ups,13,2
User_6101,Push-Ups,10,5
User_6101,Plank,14,3
User_6101,Leg Press,12,5
User_6102,Bench Press,9,4
User_6102,Plank,13,3
User_6102,Leg Press,7,2
User_6102,Deadlifts,13,5
User_6102,Shoulder Press,8,3
User_6103,Lunges,15,3
User_6103,Deadlifts,8,2
User_6103,Lunges,15,3
User_6103,Leg Press,11,3
User_6103,Leg Press,9,3
User_6104,Bench Press,7,2
User_6104,Squats,10,3
User_6104,Bench Press,15,4
User_6104,Plank,14,4
User_6104,Bench Press,7,5
User_6105,Bicep Curls,9,3
User_6105,Bench Press,8,4
User_6105,Bicep Curls,12,3
User_6105,Shoulder Press,13,5
User_6105,Push-Ups,15,5
User_6106,Deadlifts,8,4
User_6106,Squats,9,4
User_6106,Squats,12,4
User_6106,Bench Press,7,4
User_6106,Deadlifts,12,5
User_6107,Tricep Dips,13,5
User_6107,Tricep Dips,14,4
User_6107,Deadlifts,11,3
User_6107,Tricep Dips,9,3
User_6107,Bench Press,12,5
User_6108,Leg Press,12,4
User_6108,Deadlifts,8,4
User_6108,Deadlifts,15,5
User_6108,Plank,7,5
User_6108,Squats,8,3
User_6109,Squats,9,4
User_6109,Plank,6,4
User_6109,Lunges,8,3
User_6109,Tricep Dips,15,4
User_6109,Lunges,8,3
User_6110,Deadlifts,7,5
User_6110,Push-Ups,7,4
User_6110,Leg Press,10,3
User_6110,Bench Press,13,4
User_6110,Shoulder Press,11,3
User_6111,Tricep Dips,8,5
User_6111,Plank,14,2
User_6111,Leg Press,8,5
User_6111,Leg Press,12,3
User_6111,Lunges,6,2
User_6112,Lunges,9,4
User_6112,Deadlifts,14,4
User_6112,Tricep Dips,11,5
User_6112,Bicep Curls,6,4
User_6112,Leg Press,9,2
User_6113,Tricep Dips,7,5
User_6113,Deadlifts,7,2
User_6113,Bench Press,8,2
User_6113,Bicep Curls,7,3
User_6113,Deadlifts,12,5
User_6114,Bench Press,6,3
User_6114,Shoulder Press,11,3
User_6114,Leg Press,8,2
User_6114,Bicep Curls,7,5
User_6114,Lunges,15,2
User_6115,Push-Ups,5,3
User_6115,Shoulder Press,5,3
User_6115,Plank,10,4
User_6115,Push-Ups,11,2
User_6115,Leg Press,11,5
User_6116,Squats,15,4
User_6116,Push-Ups,6,4
User_6116,Tricep Dips,13,4
User_6116,Bench Press,6,4
User_6116,Push-Ups,11,5
User_6117,Bench Press,7,2
User_6117,Push-Ups,12,5
User_6117,Bench Press,8,2
User_6117,Leg Press,6,3
User_6117,Bench Press,15,2
User_6118,Bicep Curls,10,2
User_6118,Plank,5,4
User_6118,Squats,7,5
User_6118,Deadlifts,10,3
User_6118,Bicep Curls,11,5
User_6119,Shoulder Press,14,3
User_6119,Shoulder Press,15,5
User_6119,Bench Press,12,2
User_6119,Plank,6,3
User_6119,Leg Press,12,2
User_6120,Tricep Dips,13,2
User_6120,Lunges,10,3
User_6120,Bench Press,12,2
User_6120,Leg Press,10,4
User_6120,Squats,10,5
User_6121,Lunges,9,5
User_6121,Deadlifts,5,5
User_6121,Bench Press,9,5
User_6121,Tricep Dips,6,5
User_6121,Bicep Curls,12,4
User_6122,Shoulder Press,6,2
User_6122,Bicep Curls,12,3
User_6122,Squats,5,4
User_6122,Lunges,12,3
User_6122,Bicep Curls,11,5
User_6123,Shoulder Press,10,3
User_6123,Tricep Dips,13,4
User_6123,Bench Press,10,2
User_6123,Push-Ups,13,4
User_6123,Shoulder Press,6,2
User_6124,Bench Press,13,3
User_6124,Tricep Dips,12,5
User_6124,Leg Press,14,3
User_6124,Shoulder Press,6,5
User_6124,Bench Press,13,2
User_6125,Bench Press,5,3
User_6125,Squats,11,5
User_6125,Shoulder Press,6,2
User_6125,Shoulder Press,12,2
User_6125,Plank,7,5
User_6126,Bicep Curls,10,5
User_6126,Deadlifts,5,2
User_6126,Lunges,6,5
User_6126,Bench Press,11,2
User_6126,Bench Press,12,4
User_6127,Leg Press,14,5
User_6127,Deadlifts,8,2
User_6127,Lunges,7,2
User_6127,Push-Ups,10,3
User_6127,Tricep Dips,15,2
User_6128,Bench Press,12,5
User_6128,Tricep Dips,9,4
User_6128,Bicep Curls,14,5
User_6128,Bicep Curls,7,2
User_6128,Bench Press,7,3
User_6129,Tricep Dips,7,5
User_6129,Lunges,9,3
User_6129,Shoulder Press,13,2
User_6129,Bench Press,15,2
User_6129,Tricep Dips,5,4
User_6130,Deadlifts,13,5
User_6130,Push-Ups,14,2
User_6130,Lunges,14,3
User_6130,Tricep Dips,12,3
User_6130,Lunges,12,4
User_6131,Deadlifts,9,3
User_6131,Leg Press,12,2
User_6131,Bicep Curls,5,3
User_6131,Squats,7,3
User_6131,Lunges,12,3
User_6132,Squats,15,3
User_6132,Leg Press,13,2
User_6132,Shoulder Press,13,2
User_6132,Tricep Dips,7,2
User_6132,Deadlifts,13,2
User_6133,Plank,5,3
User_6133,Lunges,5,2
User_6133,Plank,8,2
User_6133,Lunges,7,3
User_6133,Tricep Dips,12,2
User_6134,Leg Press,5,5
User_6134,Tricep Dips,8,3
User_6134,Lunges,9,5
User_6134,Squats,6,5
User_6134,Push-Ups,13,3
User_6135,Bench Press,6,3
User_6135,Squats,12,4
User_6135,Push-Ups,9,2
User_6135,Push-Ups,12,2
User_6135,Leg Press,10,3
User_6136,Push-Ups,8,4
User_6136,Plank,14,4
User_6136,Deadlifts,15,2
User_6136,Bicep Curls,5,4
User_6136,Squats,10,2
User_6137,Squats,14,2
User_6137,Lunges,10,3
User_6137,Lunges,13,3
User_6137,Push-Ups,10,4
User_6137,Bench Press,15,3
User_6138,Bench Press,13,5
User_6138,Lunges,14,5
User_6138,Squats,8,3
User_6138,Squats,10,4
User_6138,Bicep Curls,12,4
User_6139,Push-Ups,5,4
User_6139,Lunges,10,3
User_6139,Bench Press,11,4
User_6139,Squats,7,5
User_6139,Squats,13,3
User_6140,Deadlifts,9,5
User_6140,Leg Press,9,3
User_6140,Lunges,9,5
User_6140,Push-Ups,7,5
User_6140,Tricep Dips,13,5
User_6141,Push-Ups,7,3
User_6141,Push-Ups,14,4
User_6141,Shoulder Press,7,5
User_6141,Lunges,11,5
User_6141,Shoulder Press,13,2
User_6142,Deadlifts,8,3
User_6142,Shoulder Press,10,2
User_6142,Plank,6,4
User_6142,Bench Press,5,4
User_6142,Squats,5,5
User_6143,Leg Press,7,2
User_6143,Squats,8,4
User_6143,Tricep Dips,6,5
User_6143,Shoulder Press,9,3
User_6143,Lunges,8,2
User_6144,Squats,10,2
User_6144,Lunges,10,5
User_6144,Deadlifts,15,3
User_6144,Tricep Dips,10,4
User_6144,Plank,8,4
User_6145,Push-Ups,6,3
User_6145,Bench Press,12,3
User_6145,Leg Press,14,4
User_6145,Push-Ups,15,4
User_6145,Deadlifts,10,3
User_6146,Shoulder Press,13,2
User_6146,Plank,15,2
User_6146,Tricep Dips,9,3
User_6146,Lunges,5,2
User_6146,Lunges,9,3
User_6147,Tricep Dips,7,2
User_6147,Deadlifts,15,5
User_6147,Bench Press,15,5
User_6147,Plank,7,2
User_6147,Squats,14,2
User_6148,Leg Press,12,5
User_6148,Bicep Curls,5,3
User_6148,Leg Press,15,2
User_6148,Deadlifts,9,4
User_6148,Tricep Dips,8,2
User_6149,Tricep Dips,15,5
User_6149,Plank,9,3
User_6149,Deadlifts,6,4
User_6149,Tricep Dips,14,5
User_6149,Bench Press,13,5
User_6150,Squats,6,4
User_6150,Bicep Curls,9,2
User_6150,Plank,7,4
User_6150,Leg Press,5,4
User_6150,Plank,15,3
User_6151,Lunges,8,5
User_6151,Shoulder Press,12,5
User_6151,Plank,12,4
User_6151,Push-Ups,7,4
User_6151,Plank,7,4
User_6152,Bicep Curls,11,3
User_6152,Leg Press,12,3
User_6152,Bench Press,9,2
User_6152,Lunges,6,4
User_6152,Bicep Curls,12,2
User_6153,Plank,7,2
User_6153,Lunges,13,2
User_6153,Deadlifts,13,5
User_6153,Push-Ups,6,4
User_6153,Bicep Curls,6,2
User_6154,Bench Press,7,2
User_6154,Deadlifts,7,4
User_6154,Plank,10,3
User_6154,Bicep Curls,6,5
User_6154,Plank,14,3
User_6155,Plank,14,3
User_6155,Bench Press,11,4
User_6155,Lunges,6,2
User_6155,Bicep Curls,10,2
User_6155,Push-Ups,7,4
User_6156,Plank,8,4
User_6156,Shoulder Press,8,5
User_6156,Bicep Curls,9,5
User_6156,Plank,9,5
User_6156,Tricep Dips,15,5
User_6157,Deadlifts,9,2
User_6157,Bicep Curls,8,4
User_6157,Leg Press,11,5
User_6157,Push-Ups,14,5
User_6157,Plank,7,5
User_6158,Squats,13,4
User_6158,Lunges,15,4
User_6158,Leg Press,12,4
User_6158,Leg Press,14,5
User_6158,Squats,6,4
User_6159,Deadlifts,13,4
User_6159,Deadlifts,11,5
User_6159,Tricep Dips,11,4
User_6159,Squats,10,4
User_6159,Squats,13,2
User_6160,Leg Press,13,4
User_6160,Push-Ups,12,2
User_6160,Bench Press,12,3
User_6160,Push-Ups,12,3
User_6160,Plank,7,2
User_6161,Push-Ups,9,3
User_6161,Bench Press,15,2
User_6161,Plank,12,5
User_6161,Push-Ups,11,3
User_6161,Shoulder Press,15,5
User_6162,Bench Press,13,4
User_6162,Bench Press,8,2
User_6162,Leg Press,13,4
User_6162,Push-Ups,13,2
User_6162,Bicep Curls,8,5
User_6163,Squats,14,2
User_6163,Leg Press,13,2
User_6163,Squats,9,4
User_6163,Bicep Curls,10,4
User_6163,Lunges,9,5
User_6164,Leg Press,5,2
User_6164,Lunges,11,4
User_6164,Bench Press,15,5
User_6164,Push-Ups,9,5
User_6164,Push-Ups,10,3
User_6165,Deadlifts,5,2
User_6165,Bicep Curls,13,5
User_6165,Shoulder Press,8,5
User_6165,Push-Ups,10,2
User_6165,Leg Press,10,4
User_6166,Deadlifts,15,3
User_6166,Push-Ups,6,2
User_6166,Squats,9,2
User_6166,Bicep Curls,8,3
User_6166,Bicep Curls,14,3
User_6167,Bicep Curls,5,2
User_6167,Squats,9,4
User_6167,Bench Press,6,5
User_6167,Push-Ups,14,3
User_6167,Deadlifts,8,4
User_6168,Bicep Curls,9,2
User_6168,Lunges,14,3
User_6168,Deadlifts,15,4
User_6168,Tricep Dips,12,4
User_6168,Leg Press,11,4
User_6169,Bench Press,8,3
User_6169,Deadlifts,14,3
User_6169,Squats,14,2
User_6169,Bicep Curls,11,4
User_6169,Leg Press,10,2
User_6170,Lunges,13,3
User_6170,Bench Press,8,5
User_6170,Shoulder Press,7,3
User_6170,Shoulder Press,6,5
User_6170,Plank,6,5
User_6171,Lunges,10,5
User_6171,Bench Press,14,3
User_6171,Shoulder Press,5,4
User_6171,Bicep Curls,9,3
User_6171,Leg Press,8,2
User_6172,Shoulder Press,6,3
User_6172,Shoulder Press,8,4
User_6172,Bench Press,11,5
User_6172,Tricep Dips,6,2
User_6172,Squats,15,3
User_6173,Leg Press,10,5
User_6173,Plank,13,2
User_6173,Tricep Dips,5,4
User_6173,Shoulder Press,8,2
User_6173,Lunges,6,5
User_6174,Bicep Curls,8,4
User_6174,Tricep Dips,11,2
User_6174,Shoulder Press,5,2
User_6174,Shoulder Press,6,4
User_6174,Plank,9,5
User_6175,Leg Press,15,3
User_6175,Push-Ups,13,4
User_6175,Tricep Dips,15,2
User_6175,Squats,5,3
User_6175,Squats,5,4
User_6176,Deadlifts,13,3
User_6176,Bicep Curls,12,2
User_6176,Tricep Dips,9,5
User_6176,Tricep Dips,13,5
User_6176,Bench Press,11,4
User_6177,Push-Ups,12,3
User_6177,Deadlifts,14,5
User_6177,Leg Press,10,3
User_6177,Bicep Curls,7,3
User_6177,Tricep Dips,7,2
User_6178,Push-Ups,14,2
User_6178,Bicep Curls,10,5
User_6178,Deadlifts,6,4
User_6178,Squats,9,3
User_6178,Tricep Dips,13,3
User_6179,Deadlifts,13,2
User_6179,Leg Press,15,3
User_6179,Push-Ups,5,5
User_6179,Squats,15,3
User_6179,Tricep Dips,10,2
User_6180,Tricep Dips,11,3
User_6180,Tricep Dips,7,5
User_6180,Deadlifts,6,3
User_6180,Push-Ups,15,3
User_6180,Squats,9,3
User_6181,Plank,12,2
User_6181,Shoulder Press,5,3
User_6181,Shoulder Press,8,2
User_6181,Bench Press,10,5
User_6181,Plank,8,3
User_6182,Tricep Dips,5,3
User_6182,Tricep Dips,7,2
User_6182,Tricep Dips,6,4
User_6182,Bench Press,5,4
User_6182,Deadlifts,15,2
User_6183,Lunges,5,2
User_6183,Plank,8,5
User_6183,Push-Ups,13,2
User_6183,Squats,13,5
User_6183,Deadlifts,14,5
User_6184,Deadlifts,7,4
User_6184,Deadlifts,9,4
User_6184,Deadlifts,15,4
User_6184,Push-Ups,6,2
User_6184,Shoulder Press,12,5
User_6185,Push-Ups,8,5
User_6185,Leg Press,11,3
User_6185,Push-Ups,7,5
User_6185,Leg Press,14,2
User_6185,Squats,7,4
User_6186,Bench Press,13,4
User_6186,Shoulder Press,7,3
User_6186,Lunges,14,2
User_6186,Bench Press,13,4
User_6186,Push-Ups,14,2
User_6187,Tricep Dips,6,3
User_6187,Squats,11,4
User_6187,Bench Press,14,3
User_6187,Shoulder Press,6,3
User_6187,Push-Ups,15,2
User_6188,Tricep Dips,12,5
User_6188,Shoulder Press,9,2
User_6188,Tricep Dips,15,2
User_6188,Leg Press,7,4
User_6188,Tricep Dips,12,5
User_6189,Tricep Dips,8,3
User_6189,Tricep Dips,13,5
User_6189,Bicep Curls,14,5
User_6189,Leg Press,15,2
User_6189,Shoulder Press,13,3
User_6190,Bench Press,8,2
User_6190,Bench Press,10,2
User_6190,Deadlifts,11,2
User_6190,Bench Press,9,2
User_6190,Bicep Curls,13,5
User_6191,Leg Press,8,4
User_6191,Push-Ups,12,2
User_6191,Squats,11,4
User_6191,Plank,5,4
User_6191,Bench Press,7,2
User_6192,Tricep Dips,15,5
User_6192,Deadlifts,7,5
User_6192,Tricep Dips,11,5
User_6192,Lunges,14,5
User_6192,Shoulder Press,7,3
User_6193,Deadlifts,13,2
User_6193,Deadlifts,14,3
User_6193,Deadlifts,8,2
User_6193,Bicep Curls,15,4
User_6193,Tricep Dips,11,4
User_6194,Leg Press,13,4
User_6194,Shoulder Press,12,5
User_6194,Deadlifts,15,4
User_6194,Deadlifts,12,4
User_6194,Lunges,10,3
User_6195,Deadlifts,9,3
User_6195,Bench Press,14,2
User_6195,Plank,14,2
User_6195,Leg Press,12,2
User_6195,Bicep Curls,13,3
User_6196,Tricep Dips,5,3
User_6196,Bench Press,6,3
User_6196,Push-Ups,14,3
User_6196,Tricep Dips,11,5
User_6196,Bicep Curls,15,3
User_6197,Leg Press,5,3
User_6197,Shoulder Press,10,3
User_6197,Shoulder Press,6,4
User_6197,Lunges,12,2
User_6197,Leg Press,5,3
User_6198,Tricep Dips,12,3
User_6198,Push-Ups,7,2
User_6198,Bicep Curls,8,3
User_6198,Push-Ups,10,2
User_6198,Leg Press,7,5
User_6199,Bicep Curls,11,5
User_6199,Squats,12,5
User_6199,Push-Ups,10,4
User_6199,Tricep Dips,10,2
User_6199,Lunges,13,2
User_6200,Lunges,12,5
User_6200,Squats,6,4
User_6200,Leg Press,11,3
User_6200,Bench Press,9,5
User_6200,Squats,11,2
User_6201,Bench Press,5,5
User_6201,Bicep Curls,9,2
User_6201,Squats,14,3
User_6201,Deadlifts,12,5
User_6201,Bicep Curls,8,3
User_6202,Deadlifts,10,2
User_6202,Leg Press,12,4
User_6202,Bench Press,10,4
User_6202,Tricep Dips,15,3
User_6202,Deadlifts,9,3
User_6203,Lunges,12,2
User_6203,Shoulder Press,11,4
User_6203,Shoulder Press,6,3
User_6203,Push-Ups,7,3
User_6203,Bench Press,10,2
User_6204,Lunges,5,3
User_6204,Plank,13,4
User_6204,Push-Ups,10,2
User_6204,Leg Press,11,3
User_6204,Bicep Curls,6,3
User_6205,Bicep Curls,14,2
User_6205,Squats,10,3
User_6205,Lunges,15,2
User_6205,Lunges,14,5
User_6205,Deadlifts,13,2
User_6206,Shoulder Press,9,5
User_6206,Leg Press,7,4
User_6206,Plank,13,2
User_6206,Bench Press,14,2
User_6206,Tricep Dips,15,5
User_6207,Squats,13,4
User_6207,Bicep Curls,11,4
User_6207,Push-Ups,11,4
User_6207,Bicep Curls,15,4
User_6207,Plank,13,5
User_6208,Shoulder Press,6,3
User_6208,Leg Press,13,3
User_6208,Leg Press,8,3
User_6208,Bicep Curls,12,3
User_6208,Bench Press,15,2
User_6209,Leg Press,14,4
User_6209,Tricep Dips,10,2
User_6209,Tricep Dips,8,5
User_6209,Squats,13,4
User_6209,Bicep Curls,10,5
User_6210,Bicep Curls,11,4
User_6210,Lunges,14,5
User_6210,Deadlifts,9,4
User_6210,Push-Ups,11,4
User_6210,Bicep Curls,8,3
User_6211,Squats,9,2
User_6211,Deadlifts,15,4
User_6211,Deadlifts,11,4
User_6211,Squats,9,3
User_6211,Leg Press,8,4
User_6212,Shoulder Press,14,3
User_6212,Plank,11,3
User_6212,Plank,9,5
User_6212,Bench Press,6,2
User_6212,Bicep Curls,9,2
User_6213,Shoulder Press,12,2
User_6213,Tricep Dips,15,3
User_6213,Bicep Curls,15,2
User_6213,Leg Press,12,3
User_6213,Bench Press,9,4
User_6214,Plank,7,4
User_6214,Leg Press,10,3
User_6214,Shoulder Press,5,3
User_6214,Squats,8,2
User_6214,Bicep Curls,13,5
User_6215,Leg Press,6,2
User_6215,Shoulder Press,14,2
User_6215,Tricep Dips,15,5
User_6215,Deadlifts,11,4
User_6215,Deadlifts,10,2
User_6216,Bicep Curls,6,2
User_6216,Lunges,7,5
User_6216,Bench Press,11,3
User_6216,Squats,14,2
User_6216,Deadlifts,13,3
User_6217,Squats,12,3
User_6217,Push-Ups,8,5
User_6217,Deadlifts,12,3
User_6217,Tricep Dips,15,2
User_6217,Leg Press,15,4
User_6218,Bicep Curls,12,3
User_6218,Lunges,5,4
User_6218,Shoulder Press,15,5
User_6218,Shoulder Press,10,4
User_6218,Lunges,8,3
User_6219,Deadlifts,9,3
User_6219,Push-Ups,12,3
User_6219,Bicep Curls,5,3
User_6219,Shoulder Press,7,3
User_6219,Squats,9,5
User_6220,Tricep Dips,12,2
User_6220,Deadlifts,6,3
User_6220,Push-Ups,5,5
User_6220,Leg Press,5,5
User_6220,Plank,7,5
User_6221,Deadlifts,15,2
User_6221,Push-Ups,8,3
User_6221,Bench Press,6,4
User_6221,Leg Press,14,2
User_6221,Bench Press,6,5
User_6222,Bicep Curls,13,2
User_6222,Tricep Dips,8,4
User_6222,Bench Press,9,2
User_6222,Deadlifts,7,5
User_6222,Plank,10,4
User_6223,Shoulder Press,7,2
User_6223,Deadlifts,7,5
User_6223,Plank,6,5
User_6223,Tricep Dips,5,5
User_6223,Plank,14,2
User_6224,Bench Press,11,2
User_6224,Plank,14,4
User_6224,Leg Press,14,3
User_6224,Squats,12,4
User_6224,Plank,13,4
User_6225,Bench Press,14,4
User_6225,Shoulder Press,8,4
User_6225,Leg Press,8,3
User_6225,Plank,14,5
User_6225,Push-Ups,5,5
User_6226,Push-Ups,6,5
User_6226,Plank,11,4
User_6226,Bench Press,14,3
User_6226,Leg Press,13,4
User_6226,Bicep Curls,6,2
User_6227,Deadlifts,15,3
User_6227,Deadlifts,10,2
User_6227,Plank,12,4
User_6227,Shoulder Press,5,2
User_6227,Tricep Dips,7,4
User_6228,Tricep Dips,11,5
User_6228,Plank,14,2
User_6228,Push-Ups,15,4
User_6228,Tricep Dips,12,2
User_6228,Squats,5,4
User_6229,Leg Press,5,5
User_6229,Plank,11,5
User_6229,Push-Ups,10,2
User_6229,Tricep Dips,11,3
User_6229,Tricep Dips,15,5
User_6230,Plank,7,4
User_6230,Shoulder Press,11,2
User_6230,Deadlifts,6,4
User_6230,Bench Press,8,4
User_6230,Leg Press,9,5
User_6231,Tricep Dips,9,4
User_6231,Lunges,9,5
User_6231,Plank,5,4
User_6231,Push-Ups,7,4
User_6231,Bicep Curls,10,2
User_6232,Lunges,6,3
User_6232,Leg Press,9,4
User_6232,Tricep Dips,7,2
User_6232,Squats,5,2
User_6232,Squats,9,2
User_6233,Bench Press,15,5
User_6233,Deadlifts,5,5
User_6233,Squats,5,4
User_6233,Leg Press,13,5
User_6233,Bicep Curls,7,3
User_6234,Push-Ups,13,4
User_6234,Tricep Dips,10,5
User_6234,Bench Press,9,2
User_6234,Bicep Curls,8,2
User_6234,Lunges,12,2
User_6235,Lunges,14,3
User_6235,Push-Ups,8,5
